model 1,model 2,model 3,model 1 cutoff,model 2 cutoff,model 3 cutoff, ember, mlsec
initial,adversarial_benign,undetect_all,2,0.024,0.008,56,88
initial,adversarial_benign,undetect_benign,2,0.024,0.234,56,86
initial,adversarial_benign,msf_all,2,0.026,0.022,56,85
initial,adversarial_benign,msf_benign,2,0.026,0.043,57,88
initial,adversarial_benign,undetect_all,2,0.026,0.008,56,87
initial,adversarial_benign,undetect_benign,2,0.026,0.234,56,85
initial,adversarial_benign,msf_all,2,0.028,0.021,55,85
initial,adversarial_benign,msf_benign,2,0.028,0.042,56,88
initial,adversarial_benign,undetect_all,2,0.028,0.008,55,87
initial,adversarial_benign,undetect_benign,2,0.028,0.234,55,85
initial,adversarial_benign,msf_all,2,0.03,0.021,54,84
initial,adversarial_benign,msf_benign,2,0.03,0.04,56,88
initial,adversarial_benign,undetect_all,2,0.03,0.008,54,86
initial,adversarial_benign,undetect_benign,2,0.03,0.234,54,84
initial,adversarial_benign,msf_all,2,0.033,0.02,53,84
initial,adversarial_benign,msf_benign,2,0.033,0.04,55,87
initial,adversarial_benign,undetect_all,2,0.033,0.007,53,86
initial,adversarial_benign,undetect_benign,2,0.033,0.234,53,84
initial,adversarial_benign,msf_all,2,0.037,0.02,52,83
initial,adversarial_benign,msf_benign,2,0.037,0.039,54,86
initial,adversarial_benign,undetect_all,2,0.037,0.007,52,85
initial,adversarial_benign,undetect_benign,2,0.037,0.234,52,83
initial,adversarial_benign,msf_all,2,0.041,0.019,51,82
initial,adversarial_benign,msf_benign,2,0.041,0.037,53,85
initial,adversarial_benign,undetect_all,2,0.041,0.007,51,84
initial,adversarial_benign,undetect_benign,2,0.041,0.234,51,82
initial,adversarial_benign,msf_all,2,0.048,0.018,50,81
initial,adversarial_benign,msf_benign,2,0.048,0.036,53,84
initial,adversarial_benign,undetect_all,2,0.048,0.007,50,83
initial,adversarial_benign,undetect_benign,2,0.048,0.234,50,80
initial,adversarial_benign,msf_all,2,0.059,0.018,49,78
initial,adversarial_benign,msf_benign,2,0.059,0.035,51,83
initial,adversarial_benign,undetect_all,2,0.059,0.006,49,81
initial,adversarial_benign,undetect_benign,2,0.059,0.234,49,78
initial,adversarial_benign,msf_all,2,0.074,0.017,45,77
initial,adversarial_benign,msf_benign,2,0.074,0.034,48,79
initial,adversarial_benign,undetect_all,2,0.074,0.006,45,77
initial,adversarial_benign,undetect_benign,2,0.074,0.234,46,75
initial,adversarial_benign,msf_all,2,0.115,0.017,42,71
initial,adversarial_benign,msf_benign,2,0.115,0.033,45,74
initial,adversarial_benign,undetect_all,2,0.115,0.006,42,71
initial,adversarial_benign,undetect_benign,2,0.115,0.234,42,68
initial,adversarial_benign,msf_all,2,0.19,0.016,38,64
initial,adversarial_benign,msf_benign,2,0.19,0.033,41,68
initial,adversarial_benign,undetect_all,2,0.19,0.006,38,65
initial,adversarial_benign,undetect_benign,2,0.19,0.234,38,61
initial,adversarial_benign,msf_all,2,2,0.016,0,8
initial,adversarial_benign,msf_benign,2,2,0.032,7,20
initial,adversarial_benign,undetect_all,2,2,0.006,0,13
initial,adversarial_benign,undetect_benign,2,2,0.232,1,1
initial,adversarial_misc,msf_all,0.846,2,2,97,58
initial,adversarial_misc,msf_benign,0.846,2,2,97,58
initial,adversarial_misc,undetect_all,0.846,2,2,97,58
initial,adversarial_misc,undetect_benign,0.846,2,2,97,58
initial,adversarial_misc,msf_all,0.862,0.008,2,96,80
initial,adversarial_misc,msf_benign,0.862,0.008,2,96,80
initial,adversarial_misc,undetect_all,0.862,0.008,2,96,80
initial,adversarial_misc,undetect_benign,0.862,0.008,2,96,80
initial,adversarial_misc,msf_all,0.862,2,0.053,96,58
initial,adversarial_misc,msf_benign,0.862,2,0.081,96,61
initial,adversarial_misc,undetect_all,0.862,2,0.016,96,63
initial,adversarial_misc,undetect_benign,0.862,2,0.275,96,58
initial,adversarial_misc,msf_all,0.88,0.005,2,96,82
initial,adversarial_misc,msf_benign,0.88,0.005,2,96,82
initial,adversarial_misc,undetect_all,0.88,0.005,2,96,82
initial,adversarial_misc,undetect_benign,0.88,0.005,2,96,82
initial,adversarial_misc,msf_all,0.88,0.008,0.053,96,80
initial,adversarial_misc,msf_benign,0.88,0.008,0.081,96,80
initial,adversarial_misc,undetect_all,0.88,0.008,0.016,96,82
initial,adversarial_misc,undetect_benign,0.88,0.008,0.275,96,80
initial,adversarial_misc,msf_all,0.88,2,0.041,96,57
initial,adversarial_misc,msf_benign,0.88,2,0.066,96,61
initial,adversarial_misc,undetect_all,0.88,2,0.013,96,64
initial,adversarial_misc,undetect_benign,0.88,2,0.256,96,57
initial,adversarial_misc,msf_all,0.898,0.003,2,96,83
initial,adversarial_misc,msf_benign,0.898,0.003,2,96,83
initial,adversarial_misc,undetect_all,0.898,0.003,2,96,83
initial,adversarial_misc,undetect_benign,0.898,0.003,2,96,83
initial,adversarial_misc,msf_all,0.898,0.005,0.053,96,82
initial,adversarial_misc,msf_benign,0.898,0.005,0.081,96,83
initial,adversarial_misc,undetect_all,0.898,0.005,0.016,96,85
initial,adversarial_misc,undetect_benign,0.898,0.005,0.275,96,83
initial,adversarial_misc,msf_all,0.898,0.008,0.041,96,80
initial,adversarial_misc,msf_benign,0.898,0.008,0.066,96,81
initial,adversarial_misc,undetect_all,0.898,0.008,0.013,96,82
initial,adversarial_misc,undetect_benign,0.898,0.008,0.256,96,80
initial,adversarial_misc,msf_all,0.898,2,0.034,96,58
initial,adversarial_misc,msf_benign,0.898,2,0.059,96,61
initial,adversarial_misc,undetect_all,0.898,2,0.012,96,64
initial,adversarial_misc,undetect_benign,0.898,2,0.24,96,57
initial,adversarial_misc,msf_all,0.908,0.002,2,96,83
initial,adversarial_misc,msf_benign,0.908,0.002,2,96,83
initial,adversarial_misc,undetect_all,0.908,0.002,2,96,83
initial,adversarial_misc,undetect_benign,0.908,0.002,2,96,83
initial,adversarial_misc,msf_all,0.908,0.003,0.053,96,83
initial,adversarial_misc,msf_benign,0.908,0.003,0.081,96,83
initial,adversarial_misc,undetect_all,0.908,0.003,0.016,96,85
initial,adversarial_misc,undetect_benign,0.908,0.003,0.275,96,83
initial,adversarial_misc,msf_all,0.908,0.005,0.041,96,82
initial,adversarial_misc,msf_benign,0.908,0.005,0.066,96,83
initial,adversarial_misc,undetect_all,0.908,0.005,0.013,96,84
initial,adversarial_misc,undetect_benign,0.908,0.005,0.256,96,82
initial,adversarial_misc,msf_all,0.908,0.008,0.034,96,80
initial,adversarial_misc,msf_benign,0.908,0.008,0.059,96,81
initial,adversarial_misc,undetect_all,0.908,0.008,0.012,96,82
initial,adversarial_misc,undetect_benign,0.908,0.008,0.24,96,80
initial,adversarial_misc,msf_all,0.908,2,0.03,96,57
initial,adversarial_misc,msf_benign,0.908,2,0.056,96,61
initial,adversarial_misc,undetect_all,0.908,2,0.01,96,64
initial,adversarial_misc,undetect_benign,0.908,2,0.234,96,57
initial,adversarial_misc,msf_all,0.921,0.002,2,96,83
initial,adversarial_misc,msf_benign,0.921,0.002,2,96,83
initial,adversarial_misc,undetect_all,0.921,0.002,2,96,83
initial,adversarial_misc,undetect_benign,0.921,0.002,2,96,83
initial,adversarial_misc,msf_all,0.921,0.002,0.053,96,82
initial,adversarial_misc,msf_benign,0.921,0.002,0.081,96,83
initial,adversarial_misc,undetect_all,0.921,0.002,0.016,96,85
initial,adversarial_misc,undetect_benign,0.921,0.002,0.275,96,83
initial,adversarial_misc,msf_all,0.921,0.003,0.041,96,82
initial,adversarial_misc,msf_benign,0.921,0.003,0.066,96,83
initial,adversarial_misc,undetect_all,0.921,0.003,0.013,96,84
initial,adversarial_misc,undetect_benign,0.921,0.003,0.256,96,82
initial,adversarial_misc,msf_all,0.921,0.005,0.034,96,82
initial,adversarial_misc,msf_benign,0.921,0.005,0.059,96,83
initial,adversarial_misc,undetect_all,0.921,0.005,0.012,96,84
initial,adversarial_misc,undetect_benign,0.921,0.005,0.24,96,82
initial,adversarial_misc,msf_all,0.921,0.008,0.03,96,79
initial,adversarial_misc,msf_benign,0.921,0.008,0.056,96,80
initial,adversarial_misc,undetect_all,0.921,0.008,0.01,96,82
initial,adversarial_misc,undetect_benign,0.921,0.008,0.234,96,79
initial,adversarial_misc,msf_all,0.921,2,0.028,96,57
initial,adversarial_misc,msf_benign,0.921,2,0.053,96,61
initial,adversarial_misc,undetect_all,0.921,2,0.01,96,64
initial,adversarial_misc,undetect_benign,0.921,2,0.234,96,56
initial,adversarial_misc,msf_all,0.932,0.002,2,96,83
initial,adversarial_misc,msf_benign,0.932,0.002,2,96,83
initial,adversarial_misc,undetect_all,0.932,0.002,2,96,83
initial,adversarial_misc,undetect_benign,0.932,0.002,2,96,83
initial,adversarial_misc,msf_all,0.932,0.002,0.053,96,83
initial,adversarial_misc,msf_benign,0.932,0.002,0.081,96,83
initial,adversarial_misc,undetect_all,0.932,0.002,0.016,96,85
initial,adversarial_misc,undetect_benign,0.932,0.002,0.275,96,83
initial,adversarial_misc,msf_all,0.932,0.002,0.041,96,82
initial,adversarial_misc,msf_benign,0.932,0.002,0.066,96,83
initial,adversarial_misc,undetect_all,0.932,0.002,0.013,96,84
initial,adversarial_misc,undetect_benign,0.932,0.002,0.256,96,82
initial,adversarial_misc,msf_all,0.932,0.003,0.034,96,82
initial,adversarial_misc,msf_benign,0.932,0.003,0.059,96,83
initial,adversarial_misc,undetect_all,0.932,0.003,0.012,96,84
initial,adversarial_misc,undetect_benign,0.932,0.003,0.24,96,82
initial,adversarial_misc,msf_all,0.932,0.005,0.03,96,82
initial,adversarial_misc,msf_benign,0.932,0.005,0.056,96,82
initial,adversarial_misc,undetect_all,0.932,0.005,0.01,96,84
initial,adversarial_misc,undetect_benign,0.932,0.005,0.234,96,82
initial,adversarial_misc,msf_all,0.932,0.008,0.028,96,79
initial,adversarial_misc,msf_benign,0.932,0.008,0.053,96,80
initial,adversarial_misc,undetect_all,0.932,0.008,0.01,96,81
initial,adversarial_misc,undetect_benign,0.932,0.008,0.234,96,79
initial,adversarial_misc,msf_all,0.932,2,0.025,96,57
initial,adversarial_misc,msf_benign,0.932,2,0.05,96,61
initial,adversarial_misc,undetect_all,0.932,2,0.009,95,63
initial,adversarial_misc,undetect_benign,0.932,2,0.234,96,56
initial,adversarial_misc,msf_all,0.944,0.002,2,95,83
initial,adversarial_misc,msf_benign,0.944,0.002,2,95,83
initial,adversarial_misc,undetect_all,0.944,0.002,2,95,83
initial,adversarial_misc,undetect_benign,0.944,0.002,2,95,83
initial,adversarial_misc,msf_all,0.944,0.002,0.053,95,83
initial,adversarial_misc,msf_benign,0.944,0.002,0.081,95,83
initial,adversarial_misc,undetect_all,0.944,0.002,0.016,95,85
initial,adversarial_misc,undetect_benign,0.944,0.002,0.275,95,83
initial,adversarial_misc,msf_all,0.944,0.002,0.041,95,82
initial,adversarial_misc,msf_benign,0.944,0.002,0.066,95,83
initial,adversarial_misc,undetect_all,0.944,0.002,0.013,95,85
initial,adversarial_misc,undetect_benign,0.944,0.002,0.256,95,83
initial,adversarial_misc,msf_all,0.944,0.002,0.034,95,82
initial,adversarial_misc,msf_benign,0.944,0.002,0.059,95,83
initial,adversarial_misc,undetect_all,0.944,0.002,0.012,95,84
initial,adversarial_misc,undetect_benign,0.944,0.002,0.24,95,82
initial,adversarial_misc,msf_all,0.944,0.003,0.03,95,82
initial,adversarial_misc,msf_benign,0.944,0.003,0.056,95,83
initial,adversarial_misc,undetect_all,0.944,0.003,0.01,95,84
initial,adversarial_misc,undetect_benign,0.944,0.003,0.234,95,82
initial,adversarial_misc,msf_all,0.944,0.005,0.028,95,82
initial,adversarial_misc,msf_benign,0.944,0.005,0.053,95,82
initial,adversarial_misc,undetect_all,0.944,0.005,0.01,95,84
initial,adversarial_misc,undetect_benign,0.944,0.005,0.234,95,82
initial,adversarial_misc,msf_all,0.944,0.008,0.025,95,79
initial,adversarial_misc,msf_benign,0.944,0.008,0.05,95,80
initial,adversarial_misc,undetect_all,0.944,0.008,0.009,95,81
initial,adversarial_misc,undetect_benign,0.944,0.008,0.234,95,79
initial,adversarial_misc,msf_all,0.944,2,0.024,95,56
initial,adversarial_misc,msf_benign,0.944,2,0.048,95,61
initial,adversarial_misc,undetect_all,0.944,2,0.009,95,64
initial,adversarial_misc,undetect_benign,0.944,2,0.234,95,55
initial,adversarial_misc,msf_all,0.955,0.001,2,95,83
initial,adversarial_misc,msf_benign,0.955,0.001,2,95,83
initial,adversarial_misc,undetect_all,0.955,0.001,2,95,83
initial,adversarial_misc,undetect_benign,0.955,0.001,2,95,83
initial,adversarial_misc,msf_all,0.955,0.002,0.053,95,83
initial,adversarial_misc,msf_benign,0.955,0.002,0.081,95,83
initial,adversarial_misc,undetect_all,0.955,0.002,0.016,95,85
initial,adversarial_misc,undetect_benign,0.955,0.002,0.275,95,83
initial,adversarial_misc,msf_all,0.955,0.002,0.041,95,82
initial,adversarial_misc,msf_benign,0.955,0.002,0.066,95,83
initial,adversarial_misc,undetect_all,0.955,0.002,0.013,95,85
initial,adversarial_misc,undetect_benign,0.955,0.002,0.256,95,83
initial,adversarial_misc,msf_all,0.955,0.002,0.034,95,82
initial,adversarial_misc,msf_benign,0.955,0.002,0.059,95,83
initial,adversarial_misc,undetect_all,0.955,0.002,0.012,95,84
initial,adversarial_misc,undetect_benign,0.955,0.002,0.24,95,82
initial,adversarial_misc,msf_all,0.955,0.002,0.03,95,82
initial,adversarial_misc,msf_benign,0.955,0.002,0.056,95,83
initial,adversarial_misc,undetect_all,0.955,0.002,0.01,95,84
initial,adversarial_misc,undetect_benign,0.955,0.002,0.234,95,82
initial,adversarial_misc,msf_all,0.955,0.003,0.028,95,82
initial,adversarial_misc,msf_benign,0.955,0.003,0.053,95,83
initial,adversarial_misc,undetect_all,0.955,0.003,0.01,95,84
initial,adversarial_misc,undetect_benign,0.955,0.003,0.234,95,82
initial,adversarial_misc,msf_all,0.955,0.005,0.025,95,81
initial,adversarial_misc,msf_benign,0.955,0.005,0.05,95,83
initial,adversarial_misc,undetect_all,0.955,0.005,0.009,95,83
initial,adversarial_misc,undetect_benign,0.955,0.005,0.234,95,81
initial,adversarial_misc,msf_all,0.955,0.008,0.024,95,79
initial,adversarial_misc,msf_benign,0.955,0.008,0.048,95,81
initial,adversarial_misc,undetect_all,0.955,0.008,0.009,95,81
initial,adversarial_misc,undetect_benign,0.955,0.008,0.234,95,79
initial,adversarial_misc,msf_all,0.955,2,0.024,95,56
initial,adversarial_misc,msf_benign,0.955,2,0.045,95,63
initial,adversarial_misc,undetect_all,0.955,2,0.008,95,63
initial,adversarial_misc,undetect_benign,0.955,2,0.234,95,55
initial,adversarial_misc,msf_all,0.964,0.001,2,95,84
initial,adversarial_misc,msf_benign,0.964,0.001,2,95,84
initial,adversarial_misc,undetect_all,0.964,0.001,2,95,84
initial,adversarial_misc,undetect_benign,0.964,0.001,2,95,84
initial,adversarial_misc,msf_all,0.964,0.001,0.053,95,83
initial,adversarial_misc,msf_benign,0.964,0.001,0.081,95,83
initial,adversarial_misc,undetect_all,0.964,0.001,0.016,95,85
initial,adversarial_misc,undetect_benign,0.964,0.001,0.275,95,83
initial,adversarial_misc,msf_all,0.964,0.002,0.041,95,82
initial,adversarial_misc,msf_benign,0.964,0.002,0.066,95,83
initial,adversarial_misc,undetect_all,0.964,0.002,0.013,95,85
initial,adversarial_misc,undetect_benign,0.964,0.002,0.256,95,83
initial,adversarial_misc,msf_all,0.964,0.002,0.034,95,82
initial,adversarial_misc,msf_benign,0.964,0.002,0.059,95,83
initial,adversarial_misc,undetect_all,0.964,0.002,0.012,95,84
initial,adversarial_misc,undetect_benign,0.964,0.002,0.24,95,82
initial,adversarial_misc,msf_all,0.964,0.002,0.03,95,82
initial,adversarial_misc,msf_benign,0.964,0.002,0.056,95,83
initial,adversarial_misc,undetect_all,0.964,0.002,0.01,95,84
initial,adversarial_misc,undetect_benign,0.964,0.002,0.234,95,82
initial,adversarial_misc,msf_all,0.964,0.002,0.028,95,82
initial,adversarial_misc,msf_benign,0.964,0.002,0.053,95,83
initial,adversarial_misc,undetect_all,0.964,0.002,0.01,95,84
initial,adversarial_misc,undetect_benign,0.964,0.002,0.234,95,82
initial,adversarial_misc,msf_all,0.964,0.003,0.025,95,82
initial,adversarial_misc,msf_benign,0.964,0.003,0.05,95,83
initial,adversarial_misc,undetect_all,0.964,0.003,0.009,95,84
initial,adversarial_misc,undetect_benign,0.964,0.003,0.234,95,82
initial,adversarial_misc,msf_all,0.964,0.005,0.024,95,81
initial,adversarial_misc,msf_benign,0.964,0.005,0.048,95,83
initial,adversarial_misc,undetect_all,0.964,0.005,0.009,95,83
initial,adversarial_misc,undetect_benign,0.964,0.005,0.234,95,81
initial,adversarial_misc,msf_all,0.964,0.008,0.024,95,79
initial,adversarial_misc,msf_benign,0.964,0.008,0.045,95,83
initial,adversarial_misc,undetect_all,0.964,0.008,0.008,95,81
initial,adversarial_misc,undetect_benign,0.964,0.008,0.234,95,78
initial,adversarial_misc,msf_all,0.964,2,0.022,95,56
initial,adversarial_misc,msf_benign,0.964,2,0.043,95,64
initial,adversarial_misc,undetect_all,0.964,2,0.008,95,63
initial,adversarial_misc,undetect_benign,0.964,2,0.234,95,54
initial,adversarial_misc,msf_all,0.971,0.001,2,95,85
initial,adversarial_misc,msf_benign,0.971,0.001,2,95,85
initial,adversarial_misc,undetect_all,0.971,0.001,2,95,85
initial,adversarial_misc,undetect_benign,0.971,0.001,2,95,85
initial,adversarial_misc,msf_all,0.971,0.001,0.053,95,83
initial,adversarial_misc,msf_benign,0.971,0.001,0.081,95,83
initial,adversarial_misc,undetect_all,0.971,0.001,0.016,95,85
initial,adversarial_misc,undetect_benign,0.971,0.001,0.275,95,83
initial,adversarial_misc,msf_all,0.971,0.001,0.041,95,82
initial,adversarial_misc,msf_benign,0.971,0.001,0.066,95,83
initial,adversarial_misc,undetect_all,0.971,0.001,0.013,95,84
initial,adversarial_misc,undetect_benign,0.971,0.001,0.256,95,82
initial,adversarial_misc,msf_all,0.971,0.002,0.034,95,82
initial,adversarial_misc,msf_benign,0.971,0.002,0.059,95,82
initial,adversarial_misc,undetect_all,0.971,0.002,0.012,95,84
initial,adversarial_misc,undetect_benign,0.971,0.002,0.24,95,82
initial,adversarial_misc,msf_all,0.971,0.002,0.03,95,82
initial,adversarial_misc,msf_benign,0.971,0.002,0.056,95,82
initial,adversarial_misc,undetect_all,0.971,0.002,0.01,95,84
initial,adversarial_misc,undetect_benign,0.971,0.002,0.234,95,82
initial,adversarial_misc,msf_all,0.971,0.002,0.028,95,81
initial,adversarial_misc,msf_benign,0.971,0.002,0.053,95,82
initial,adversarial_misc,undetect_all,0.971,0.002,0.01,95,83
initial,adversarial_misc,undetect_benign,0.971,0.002,0.234,95,81
initial,adversarial_misc,msf_all,0.971,0.002,0.025,95,81
initial,adversarial_misc,msf_benign,0.971,0.002,0.05,95,82
initial,adversarial_misc,undetect_all,0.971,0.002,0.009,95,83
initial,adversarial_misc,undetect_benign,0.971,0.002,0.234,95,81
initial,adversarial_misc,msf_all,0.971,0.003,0.024,95,81
initial,adversarial_misc,msf_benign,0.971,0.003,0.048,95,83
initial,adversarial_misc,undetect_all,0.971,0.003,0.009,95,83
initial,adversarial_misc,undetect_benign,0.971,0.003,0.234,95,81
initial,adversarial_misc,msf_all,0.971,0.005,0.024,95,80
initial,adversarial_misc,msf_benign,0.971,0.005,0.045,95,85
initial,adversarial_misc,undetect_all,0.971,0.005,0.008,95,82
initial,adversarial_misc,undetect_benign,0.971,0.005,0.234,95,80
initial,adversarial_misc,msf_all,0.971,0.008,0.022,95,78
initial,adversarial_misc,msf_benign,0.971,0.008,0.043,95,83
initial,adversarial_misc,undetect_all,0.971,0.008,0.008,95,80
initial,adversarial_misc,undetect_benign,0.971,0.008,0.234,95,78
initial,adversarial_misc,msf_all,0.971,2,0.021,95,55
initial,adversarial_misc,msf_benign,0.971,2,0.042,95,63
initial,adversarial_misc,undetect_all,0.971,2,0.008,95,62
initial,adversarial_misc,undetect_benign,0.971,2,0.234,95,53
initial,adversarial_misc,msf_all,0.98,0.001,2,95,85
initial,adversarial_misc,msf_benign,0.98,0.001,2,95,85
initial,adversarial_misc,undetect_all,0.98,0.001,2,95,85
initial,adversarial_misc,undetect_benign,0.98,0.001,2,95,85
initial,adversarial_misc,msf_all,0.98,0.001,0.053,94,84
initial,adversarial_misc,msf_benign,0.98,0.001,0.081,94,84
initial,adversarial_misc,undetect_all,0.98,0.001,0.016,94,86
initial,adversarial_misc,undetect_benign,0.98,0.001,0.275,95,84
initial,adversarial_misc,msf_all,0.98,0.001,0.041,94,82
initial,adversarial_misc,msf_benign,0.98,0.001,0.066,95,83
initial,adversarial_misc,undetect_all,0.98,0.001,0.013,94,84
initial,adversarial_misc,undetect_benign,0.98,0.001,0.256,95,82
initial,adversarial_misc,msf_all,0.98,0.001,0.034,94,82
initial,adversarial_misc,msf_benign,0.98,0.001,0.059,95,82
initial,adversarial_misc,undetect_all,0.98,0.001,0.012,94,84
initial,adversarial_misc,undetect_benign,0.98,0.001,0.24,95,82
initial,adversarial_misc,msf_all,0.98,0.002,0.03,94,81
initial,adversarial_misc,msf_benign,0.98,0.002,0.056,95,82
initial,adversarial_misc,undetect_all,0.98,0.002,0.01,94,83
initial,adversarial_misc,undetect_benign,0.98,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.98,0.002,0.028,94,81
initial,adversarial_misc,msf_benign,0.98,0.002,0.053,95,82
initial,adversarial_misc,undetect_all,0.98,0.002,0.01,94,83
initial,adversarial_misc,undetect_benign,0.98,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.98,0.002,0.025,94,81
initial,adversarial_misc,msf_benign,0.98,0.002,0.05,95,82
initial,adversarial_misc,undetect_all,0.98,0.002,0.009,94,83
initial,adversarial_misc,undetect_benign,0.98,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.98,0.002,0.024,94,81
initial,adversarial_misc,msf_benign,0.98,0.002,0.048,95,82
initial,adversarial_misc,undetect_all,0.98,0.002,0.009,94,83
initial,adversarial_misc,undetect_benign,0.98,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.98,0.003,0.024,94,81
initial,adversarial_misc,msf_benign,0.98,0.003,0.045,95,85
initial,adversarial_misc,undetect_all,0.98,0.003,0.008,94,82
initial,adversarial_misc,undetect_benign,0.98,0.003,0.234,94,80
initial,adversarial_misc,msf_all,0.98,0.005,0.022,94,80
initial,adversarial_misc,msf_benign,0.98,0.005,0.043,95,85
initial,adversarial_misc,undetect_all,0.98,0.005,0.008,94,82
initial,adversarial_misc,undetect_benign,0.98,0.005,0.234,94,80
initial,adversarial_misc,msf_all,0.98,0.008,0.021,94,77
initial,adversarial_misc,msf_benign,0.98,0.008,0.042,95,83
initial,adversarial_misc,undetect_all,0.98,0.008,0.008,94,79
initial,adversarial_misc,undetect_benign,0.98,0.008,0.234,94,77
initial,adversarial_misc,msf_all,0.98,2,0.021,94,53
initial,adversarial_misc,msf_benign,0.98,2,0.04,95,63
initial,adversarial_misc,undetect_all,0.98,2,0.008,94,61
initial,adversarial_misc,undetect_benign,0.98,2,0.234,94,51
initial,adversarial_misc,msf_all,0.986,0.001,2,94,85
initial,adversarial_misc,msf_benign,0.986,0.001,2,94,85
initial,adversarial_misc,undetect_all,0.986,0.001,2,94,85
initial,adversarial_misc,undetect_benign,0.986,0.001,2,94,85
initial,adversarial_misc,msf_all,0.986,0.001,0.053,94,85
initial,adversarial_misc,msf_benign,0.986,0.001,0.081,94,86
initial,adversarial_misc,undetect_all,0.986,0.001,0.016,94,87
initial,adversarial_misc,undetect_benign,0.986,0.001,0.275,94,85
initial,adversarial_misc,msf_all,0.986,0.001,0.041,94,84
initial,adversarial_misc,msf_benign,0.986,0.001,0.066,94,85
initial,adversarial_misc,undetect_all,0.986,0.001,0.013,94,86
initial,adversarial_misc,undetect_benign,0.986,0.001,0.256,94,84
initial,adversarial_misc,msf_all,0.986,0.001,0.034,94,82
initial,adversarial_misc,msf_benign,0.986,0.001,0.059,94,83
initial,adversarial_misc,undetect_all,0.986,0.001,0.012,94,84
initial,adversarial_misc,undetect_benign,0.986,0.001,0.24,94,82
initial,adversarial_misc,msf_all,0.986,0.001,0.03,94,82
initial,adversarial_misc,msf_benign,0.986,0.001,0.056,94,82
initial,adversarial_misc,undetect_all,0.986,0.001,0.01,94,84
initial,adversarial_misc,undetect_benign,0.986,0.001,0.234,94,82
initial,adversarial_misc,msf_all,0.986,0.002,0.028,94,81
initial,adversarial_misc,msf_benign,0.986,0.002,0.053,94,82
initial,adversarial_misc,undetect_all,0.986,0.002,0.01,94,83
initial,adversarial_misc,undetect_benign,0.986,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.986,0.002,0.025,94,81
initial,adversarial_misc,msf_benign,0.986,0.002,0.05,94,82
initial,adversarial_misc,undetect_all,0.986,0.002,0.009,94,83
initial,adversarial_misc,undetect_benign,0.986,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.986,0.002,0.024,94,81
initial,adversarial_misc,msf_benign,0.986,0.002,0.048,94,83
initial,adversarial_misc,undetect_all,0.986,0.002,0.009,94,83
initial,adversarial_misc,undetect_benign,0.986,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.986,0.002,0.024,94,81
initial,adversarial_misc,msf_benign,0.986,0.002,0.045,94,85
initial,adversarial_misc,undetect_all,0.986,0.002,0.008,94,83
initial,adversarial_misc,undetect_benign,0.986,0.002,0.234,94,81
initial,adversarial_misc,msf_all,0.986,0.003,0.022,94,81
initial,adversarial_misc,msf_benign,0.986,0.003,0.043,94,86
initial,adversarial_misc,undetect_all,0.986,0.003,0.008,94,82
initial,adversarial_misc,undetect_benign,0.986,0.003,0.234,94,80
initial,adversarial_misc,msf_all,0.986,0.005,0.021,94,80
initial,adversarial_misc,msf_benign,0.986,0.005,0.042,94,85
initial,adversarial_misc,undetect_all,0.986,0.005,0.008,94,81
initial,adversarial_misc,undetect_benign,0.986,0.005,0.234,94,79
initial,adversarial_misc,msf_all,0.986,0.008,0.021,94,77
initial,adversarial_misc,msf_benign,0.986,0.008,0.04,94,83
initial,adversarial_misc,undetect_all,0.986,0.008,0.008,94,79
initial,adversarial_misc,undetect_benign,0.986,0.008,0.234,94,77
initial,adversarial_misc,msf_all,0.986,2,0.02,94,53
initial,adversarial_misc,msf_benign,0.986,2,0.04,94,62
initial,adversarial_misc,undetect_all,0.986,2,0.007,94,60
initial,adversarial_misc,undetect_benign,0.986,2,0.234,94,50
initial,adversarial_misc,msf_all,0.99,0.001,2,94,86
initial,adversarial_misc,msf_benign,0.99,0.001,2,94,86
initial,adversarial_misc,undetect_all,0.99,0.001,2,94,86
initial,adversarial_misc,undetect_benign,0.99,0.001,2,94,86
initial,adversarial_misc,msf_all,0.99,0.001,0.053,94,85
initial,adversarial_misc,msf_benign,0.99,0.001,0.081,94,86
initial,adversarial_misc,undetect_all,0.99,0.001,0.016,94,87
initial,adversarial_misc,undetect_benign,0.99,0.001,0.275,94,85
initial,adversarial_misc,msf_all,0.99,0.001,0.041,94,85
initial,adversarial_misc,msf_benign,0.99,0.001,0.066,94,86
initial,adversarial_misc,undetect_all,0.99,0.001,0.013,94,87
initial,adversarial_misc,undetect_benign,0.99,0.001,0.256,94,85
initial,adversarial_misc,msf_all,0.99,0.001,0.034,94,84
initial,adversarial_misc,msf_benign,0.99,0.001,0.059,94,85
initial,adversarial_misc,undetect_all,0.99,0.001,0.012,94,86
initial,adversarial_misc,undetect_benign,0.99,0.001,0.24,94,84
initial,adversarial_misc,msf_all,0.99,0.001,0.03,94,82
initial,adversarial_misc,msf_benign,0.99,0.001,0.056,94,83
