model 1,model 2,model 3,model 1 cutoff,model 2 cutoff,model 3 cutoff, ember, mlsec
initial,adversarial_all,undetect_benign,0.993,0.008,0.234,93,89
initial,adversarial_all,msf_all,0.993,0.009,0.025,93,89
initial,adversarial_all,msf_benign,0.993,0.009,0.05,94,90
initial,adversarial_all,undetect_all,0.993,0.009,0.009,93,91
initial,adversarial_all,undetect_benign,0.993,0.009,0.234,93,89
initial,adversarial_all,msf_all,0.993,0.01,0.024,93,89
initial,adversarial_all,msf_benign,0.993,0.01,0.048,94,89
initial,adversarial_all,undetect_all,0.993,0.01,0.009,93,91
initial,adversarial_all,undetect_benign,0.993,0.01,0.234,93,88
initial,adversarial_all,msf_all,0.993,0.011,0.024,93,88
initial,adversarial_all,msf_benign,0.993,0.011,0.045,94,91
initial,adversarial_all,undetect_all,0.993,0.011,0.008,93,90
initial,adversarial_all,undetect_benign,0.993,0.011,0.234,93,88
initial,adversarial_all,msf_all,0.993,0.013,0.022,93,88
initial,adversarial_all,msf_benign,0.993,0.013,0.043,94,90
initial,adversarial_all,undetect_all,0.993,0.013,0.008,93,90
initial,adversarial_all,undetect_benign,0.993,0.013,0.234,93,87
initial,adversarial_all,msf_all,0.993,0.017,0.021,93,87
initial,adversarial_all,msf_benign,0.993,0.017,0.042,94,90
initial,adversarial_all,undetect_all,0.993,0.017,0.008,93,89
initial,adversarial_all,undetect_benign,0.993,0.017,0.234,93,87
initial,adversarial_all,msf_all,0.993,0.021,0.021,93,86
initial,adversarial_all,msf_benign,0.993,0.021,0.04,94,89
initial,adversarial_all,undetect_all,0.993,0.021,0.008,93,88
initial,adversarial_all,undetect_benign,0.993,0.021,0.234,93,86
initial,adversarial_all,msf_all,0.993,0.028,0.02,93,84
initial,adversarial_all,msf_benign,0.993,0.028,0.04,94,87
initial,adversarial_all,undetect_all,0.993,0.028,0.007,93,86
initial,adversarial_all,undetect_benign,0.993,0.028,0.234,93,84
initial,adversarial_all,msf_all,0.993,0.048,0.02,93,81
initial,adversarial_all,msf_benign,0.993,0.048,0.039,94,85
initial,adversarial_all,undetect_all,0.993,0.048,0.007,93,83
initial,adversarial_all,undetect_benign,0.993,0.048,0.234,93,80
initial,adversarial_all,msf_all,0.993,2,0.019,93,52
initial,adversarial_all,msf_benign,0.993,2,0.037,94,60
initial,adversarial_all,undetect_all,0.993,2,0.007,93,58
initial,adversarial_all,undetect_benign,0.993,2,0.234,93,48
initial,adversarial_all,msf_all,0.995,0.006,2,93,91
initial,adversarial_all,msf_benign,0.995,0.006,2,93,91
initial,adversarial_all,undetect_all,0.995,0.006,2,93,91
initial,adversarial_all,undetect_benign,0.995,0.006,2,93,91
initial,adversarial_all,msf_all,0.995,0.006,0.053,93,91
initial,adversarial_all,msf_benign,0.995,0.006,0.081,93,91
initial,adversarial_all,undetect_all,0.995,0.006,0.016,93,93
initial,adversarial_all,undetect_benign,0.995,0.006,0.275,93,91
initial,adversarial_all,msf_all,0.995,0.006,0.041,93,90
initial,adversarial_all,msf_benign,0.995,0.006,0.066,93,90
initial,adversarial_all,undetect_all,0.995,0.006,0.013,93,92
initial,adversarial_all,undetect_benign,0.995,0.006,0.256,93,90
initial,adversarial_all,msf_all,0.995,0.006,0.034,92,90
initial,adversarial_all,msf_benign,0.995,0.006,0.059,93,90
initial,adversarial_all,undetect_all,0.995,0.006,0.012,93,92
initial,adversarial_all,undetect_benign,0.995,0.006,0.24,93,90
initial,adversarial_all,msf_all,0.995,0.007,0.03,92,90
initial,adversarial_all,msf_benign,0.995,0.007,0.056,93,90
initial,adversarial_all,undetect_all,0.995,0.007,0.01,92,92
initial,adversarial_all,undetect_benign,0.995,0.007,0.234,93,90
initial,adversarial_all,msf_all,0.995,0.007,0.028,93,89
initial,adversarial_all,msf_benign,0.995,0.007,0.053,93,90
initial,adversarial_all,undetect_all,0.995,0.007,0.01,92,92
initial,adversarial_all,undetect_benign,0.995,0.007,0.234,93,89
initial,adversarial_all,msf_all,0.995,0.008,0.025,92,89
initial,adversarial_all,msf_benign,0.995,0.008,0.05,93,89
initial,adversarial_all,undetect_all,0.995,0.008,0.009,92,91
initial,adversarial_all,undetect_benign,0.995,0.008,0.234,93,89
initial,adversarial_all,msf_all,0.995,0.009,0.024,92,89
initial,adversarial_all,msf_benign,0.995,0.009,0.048,93,89
initial,adversarial_all,undetect_all,0.995,0.009,0.009,92,91
initial,adversarial_all,undetect_benign,0.995,0.009,0.234,93,88
initial,adversarial_all,msf_all,0.995,0.01,0.024,92,88
initial,adversarial_all,msf_benign,0.995,0.01,0.045,93,91
initial,adversarial_all,undetect_all,0.995,0.01,0.008,92,90
initial,adversarial_all,undetect_benign,0.995,0.01,0.234,93,88
initial,adversarial_all,msf_all,0.995,0.011,0.022,92,88
initial,adversarial_all,msf_benign,0.995,0.011,0.043,93,91
initial,adversarial_all,undetect_all,0.995,0.011,0.008,92,90
initial,adversarial_all,undetect_benign,0.995,0.011,0.234,93,88
initial,adversarial_all,msf_all,0.995,0.013,0.021,92,87
initial,adversarial_all,msf_benign,0.995,0.013,0.042,93,90
initial,adversarial_all,undetect_all,0.995,0.013,0.008,92,89
initial,adversarial_all,undetect_benign,0.995,0.013,0.234,93,87
initial,adversarial_all,msf_all,0.995,0.017,0.021,92,86
initial,adversarial_all,msf_benign,0.995,0.017,0.04,93,89
initial,adversarial_all,undetect_all,0.995,0.017,0.008,92,88
initial,adversarial_all,undetect_benign,0.995,0.017,0.234,92,86
initial,adversarial_all,msf_all,0.995,0.021,0.02,92,85
initial,adversarial_all,msf_benign,0.995,0.021,0.04,93,89
initial,adversarial_all,undetect_all,0.995,0.021,0.007,92,87
initial,adversarial_all,undetect_benign,0.995,0.021,0.234,92,85
initial,adversarial_all,msf_all,0.995,0.028,0.02,92,84
initial,adversarial_all,msf_benign,0.995,0.028,0.039,93,87
initial,adversarial_all,undetect_all,0.995,0.028,0.007,92,86
initial,adversarial_all,undetect_benign,0.995,0.028,0.234,92,83
initial,adversarial_all,msf_all,0.995,0.048,0.019,92,80
initial,adversarial_all,msf_benign,0.995,0.048,0.037,93,85
initial,adversarial_all,undetect_all,0.995,0.048,0.007,92,82
initial,adversarial_all,undetect_benign,0.995,0.048,0.234,92,80
initial,adversarial_all,msf_all,0.995,2,0.018,92,50
initial,adversarial_all,msf_benign,0.995,2,0.036,93,59
initial,adversarial_all,undetect_all,0.995,2,0.007,92,57
initial,adversarial_all,undetect_benign,0.995,2,0.234,92,46
initial,adversarial_all,msf_all,0.997,0.005,2,92,90
initial,adversarial_all,msf_benign,0.997,0.005,2,92,90
initial,adversarial_all,undetect_all,0.997,0.005,2,92,90
initial,adversarial_all,undetect_benign,0.997,0.005,2,92,90
initial,adversarial_all,msf_all,0.997,0.006,0.053,92,90
initial,adversarial_all,msf_benign,0.997,0.006,0.081,92,90
initial,adversarial_all,undetect_all,0.997,0.006,0.016,92,92
initial,adversarial_all,undetect_benign,0.997,0.006,0.275,92,90
initial,adversarial_all,msf_all,0.997,0.006,0.041,92,90
initial,adversarial_all,msf_benign,0.997,0.006,0.066,92,90
initial,adversarial_all,undetect_all,0.997,0.006,0.013,92,92
initial,adversarial_all,undetect_benign,0.997,0.006,0.256,92,90
initial,adversarial_all,msf_all,0.997,0.006,0.034,92,89
initial,adversarial_all,msf_benign,0.997,0.006,0.059,93,90
initial,adversarial_all,undetect_all,0.997,0.006,0.012,92,91
initial,adversarial_all,undetect_benign,0.997,0.006,0.24,92,89
initial,adversarial_all,msf_all,0.997,0.006,0.03,92,89
initial,adversarial_all,msf_benign,0.997,0.006,0.056,93,89
initial,adversarial_all,undetect_all,0.997,0.006,0.01,92,91
initial,adversarial_all,undetect_benign,0.997,0.006,0.234,92,89
initial,adversarial_all,msf_all,0.997,0.007,0.028,92,89
initial,adversarial_all,msf_benign,0.997,0.007,0.053,93,90
initial,adversarial_all,undetect_all,0.997,0.007,0.01,92,91
initial,adversarial_all,undetect_benign,0.997,0.007,0.234,92,89
initial,adversarial_all,msf_all,0.997,0.007,0.025,92,89
initial,adversarial_all,msf_benign,0.997,0.007,0.05,93,89
initial,adversarial_all,undetect_all,0.997,0.007,0.009,92,91
initial,adversarial_all,undetect_benign,0.997,0.007,0.234,92,89
initial,adversarial_all,msf_all,0.997,0.008,0.024,92,88
initial,adversarial_all,msf_benign,0.997,0.008,0.048,93,89
initial,adversarial_all,undetect_all,0.997,0.008,0.009,92,90
initial,adversarial_all,undetect_benign,0.997,0.008,0.234,92,88
initial,adversarial_all,msf_all,0.997,0.009,0.024,92,88
initial,adversarial_all,msf_benign,0.997,0.009,0.045,93,91
initial,adversarial_all,undetect_all,0.997,0.009,0.008,92,90
initial,adversarial_all,undetect_benign,0.997,0.009,0.234,92,88
initial,adversarial_all,msf_all,0.997,0.01,0.022,92,88
initial,adversarial_all,msf_benign,0.997,0.01,0.043,93,91
initial,adversarial_all,undetect_all,0.997,0.01,0.008,92,89
initial,adversarial_all,undetect_benign,0.997,0.01,0.234,92,87
initial,adversarial_all,msf_all,0.997,0.011,0.021,92,87
initial,adversarial_all,msf_benign,0.997,0.011,0.042,93,90
initial,adversarial_all,undetect_all,0.997,0.011,0.008,92,89
initial,adversarial_all,undetect_benign,0.997,0.011,0.234,92,87
initial,adversarial_all,msf_all,0.997,0.013,0.021,92,87
initial,adversarial_all,msf_benign,0.997,0.013,0.04,93,90
initial,adversarial_all,undetect_all,0.997,0.013,0.008,92,88
initial,adversarial_all,undetect_benign,0.997,0.013,0.234,92,86
initial,adversarial_all,msf_all,0.997,0.017,0.02,92,86
initial,adversarial_all,msf_benign,0.997,0.017,0.04,93,89
initial,adversarial_all,undetect_all,0.997,0.017,0.007,92,88
initial,adversarial_all,undetect_benign,0.997,0.017,0.234,92,86
initial,adversarial_all,msf_all,0.997,0.021,0.02,92,85
initial,adversarial_all,msf_benign,0.997,0.021,0.039,93,88
initial,adversarial_all,undetect_all,0.997,0.021,0.007,92,87
initial,adversarial_all,undetect_benign,0.997,0.021,0.234,92,85
initial,adversarial_all,msf_all,0.997,0.028,0.019,92,83
initial,adversarial_all,msf_benign,0.997,0.028,0.037,93,86
initial,adversarial_all,undetect_all,0.997,0.028,0.007,92,85
initial,adversarial_all,undetect_benign,0.997,0.028,0.234,92,83
initial,adversarial_all,msf_all,0.997,0.048,0.018,92,79
initial,adversarial_all,msf_benign,0.997,0.048,0.036,93,84
initial,adversarial_all,undetect_all,0.997,0.048,0.007,91,81
initial,adversarial_all,undetect_benign,0.997,0.048,0.234,92,79
initial,adversarial_all,msf_all,0.997,2,0.018,91,49
initial,adversarial_all,msf_benign,0.997,2,0.035,92,58
initial,adversarial_all,undetect_all,0.997,2,0.006,91,55
initial,adversarial_all,undetect_benign,0.997,2,0.234,91,45
initial,adversarial_all,msf_all,0.999,0.005,2,90,89
initial,adversarial_all,msf_benign,0.999,0.005,2,90,89
initial,adversarial_all,undetect_all,0.999,0.005,2,90,89
initial,adversarial_all,undetect_benign,0.999,0.005,2,90,89
initial,adversarial_all,msf_all,0.999,0.005,0.053,90,89
initial,adversarial_all,msf_benign,0.999,0.005,0.081,91,89
initial,adversarial_all,undetect_all,0.999,0.005,0.016,90,91
initial,adversarial_all,undetect_benign,0.999,0.005,0.275,90,89
initial,adversarial_all,msf_all,0.999,0.006,0.041,90,89
initial,adversarial_all,msf_benign,0.999,0.006,0.066,91,89
initial,adversarial_all,undetect_all,0.999,0.006,0.013,90,91
initial,adversarial_all,undetect_benign,0.999,0.006,0.256,90,89
initial,adversarial_all,msf_all,0.999,0.006,0.034,90,89
initial,adversarial_all,msf_benign,0.999,0.006,0.059,91,89
initial,adversarial_all,undetect_all,0.999,0.006,0.012,90,91
initial,adversarial_all,undetect_benign,0.999,0.006,0.24,90,89
initial,adversarial_all,msf_all,0.999,0.006,0.03,90,88
initial,adversarial_all,msf_benign,0.999,0.006,0.056,91,89
initial,adversarial_all,undetect_all,0.999,0.006,0.01,90,90
initial,adversarial_all,undetect_benign,0.999,0.006,0.234,90,88
initial,adversarial_all,msf_all,0.999,0.006,0.028,90,88
initial,adversarial_all,msf_benign,0.999,0.006,0.053,91,88
initial,adversarial_all,undetect_all,0.999,0.006,0.01,90,90
initial,adversarial_all,undetect_benign,0.999,0.006,0.234,90,88
initial,adversarial_all,msf_all,0.999,0.007,0.025,90,88
initial,adversarial_all,msf_benign,0.999,0.007,0.05,91,88
initial,adversarial_all,undetect_all,0.999,0.007,0.009,90,90
initial,adversarial_all,undetect_benign,0.999,0.007,0.234,90,88
initial,adversarial_all,msf_all,0.999,0.007,0.024,90,87
initial,adversarial_all,msf_benign,0.999,0.007,0.048,91,88
initial,adversarial_all,undetect_all,0.999,0.007,0.009,90,90
initial,adversarial_all,undetect_benign,0.999,0.007,0.234,90,88
initial,adversarial_all,msf_all,0.999,0.008,0.024,90,87
initial,adversarial_all,msf_benign,0.999,0.008,0.045,91,90
initial,adversarial_all,undetect_all,0.999,0.008,0.008,90,89
initial,adversarial_all,undetect_benign,0.999,0.008,0.234,90,87
initial,adversarial_all,msf_all,0.999,0.009,0.022,90,87
initial,adversarial_all,msf_benign,0.999,0.009,0.043,91,90
initial,adversarial_all,undetect_all,0.999,0.009,0.008,90,89
initial,adversarial_all,undetect_benign,0.999,0.009,0.234,90,87
initial,adversarial_all,msf_all,0.999,0.01,0.021,90,86
initial,adversarial_all,msf_benign,0.999,0.01,0.042,91,89
initial,adversarial_all,undetect_all,0.999,0.01,0.008,90,88
initial,adversarial_all,undetect_benign,0.999,0.01,0.234,90,86
initial,adversarial_all,msf_all,0.999,0.011,0.021,90,86
initial,adversarial_all,msf_benign,0.999,0.011,0.04,91,89
initial,adversarial_all,undetect_all,0.999,0.011,0.008,90,88
initial,adversarial_all,undetect_benign,0.999,0.011,0.234,90,86
initial,adversarial_all,msf_all,0.999,0.013,0.02,90,85
initial,adversarial_all,msf_benign,0.999,0.013,0.04,91,89
initial,adversarial_all,undetect_all,0.999,0.013,0.007,90,87
initial,adversarial_all,undetect_benign,0.999,0.013,0.234,90,85
initial,adversarial_all,msf_all,0.999,0.017,0.02,90,84
initial,adversarial_all,msf_benign,0.999,0.017,0.039,91,88
initial,adversarial_all,undetect_all,0.999,0.017,0.007,90,86
initial,adversarial_all,undetect_benign,0.999,0.017,0.234,90,84
initial,adversarial_all,msf_all,0.999,0.021,0.019,90,83
initial,adversarial_all,msf_benign,0.999,0.021,0.037,91,87
initial,adversarial_all,undetect_all,0.999,0.021,0.007,90,85
initial,adversarial_all,undetect_benign,0.999,0.021,0.234,90,83
initial,adversarial_all,msf_all,0.999,0.028,0.018,90,82
initial,adversarial_all,msf_benign,0.999,0.028,0.036,91,85
initial,adversarial_all,undetect_all,0.999,0.028,0.007,90,83
initial,adversarial_all,undetect_benign,0.999,0.028,0.234,90,81
initial,adversarial_all,msf_all,0.999,0.048,0.018,90,78
initial,adversarial_all,msf_benign,0.999,0.048,0.035,91,84
initial,adversarial_all,undetect_all,0.999,0.048,0.006,90,79
initial,adversarial_all,undetect_benign,0.999,0.048,0.234,90,77
initial,adversarial_all,msf_all,0.999,2,0.017,89,48
initial,adversarial_all,msf_benign,0.999,2,0.034,91,56
initial,adversarial_all,undetect_all,0.999,2,0.006,89,53
initial,adversarial_all,undetect_benign,0.999,2,0.234,89,42
initial,adversarial_all,msf_all,1,0.005,2,87,88
initial,adversarial_all,msf_benign,1,0.005,2,87,88
initial,adversarial_all,undetect_all,1,0.005,2,87,88
initial,adversarial_all,undetect_benign,1,0.005,2,87,88
initial,adversarial_all,msf_all,1,0.005,0.053,87,88
initial,adversarial_all,msf_benign,1,0.005,0.081,88,88
initial,adversarial_all,undetect_all,1,0.005,0.016,87,90
initial,adversarial_all,undetect_benign,1,0.005,0.275,88,88
initial,adversarial_all,msf_all,1,0.005,0.041,87,88
initial,adversarial_all,msf_benign,1,0.005,0.066,88,88
initial,adversarial_all,undetect_all,1,0.005,0.013,87,90
initial,adversarial_all,undetect_benign,1,0.005,0.256,88,88
initial,adversarial_all,msf_all,1,0.006,0.034,87,87
initial,adversarial_all,msf_benign,1,0.006,0.059,88,88
initial,adversarial_all,undetect_all,1,0.006,0.012,87,90
initial,adversarial_all,undetect_benign,1,0.006,0.24,88,87
initial,adversarial_all,msf_all,1,0.006,0.03,87,87
initial,adversarial_all,msf_benign,1,0.006,0.056,88,88
initial,adversarial_all,undetect_all,1,0.006,0.01,87,89
initial,adversarial_all,undetect_benign,1,0.006,0.234,88,87
initial,adversarial_all,msf_all,1,0.006,0.028,87,87
initial,adversarial_all,msf_benign,1,0.006,0.053,88,87
initial,adversarial_all,undetect_all,1,0.006,0.01,87,89
initial,adversarial_all,undetect_benign,1,0.006,0.234,88,87
initial,adversarial_all,msf_all,1,0.006,0.025,87,86
initial,adversarial_all,msf_benign,1,0.006,0.05,88,87
initial,adversarial_all,undetect_all,1,0.006,0.009,87,88
initial,adversarial_all,undetect_benign,1,0.006,0.234,87,86
initial,adversarial_all,msf_all,1,0.007,0.024,87,86
initial,adversarial_all,msf_benign,1,0.007,0.048,89,87
initial,adversarial_all,undetect_all,1,0.007,0.009,87,88
initial,adversarial_all,undetect_benign,1,0.007,0.234,87,86
initial,adversarial_all,msf_all,1,0.007,0.024,87,86
initial,adversarial_all,msf_benign,1,0.007,0.045,89,89
initial,adversarial_all,undetect_all,1,0.007,0.008,87,88
initial,adversarial_all,undetect_benign,1,0.007,0.234,87,86
initial,adversarial_all,msf_all,1,0.008,0.022,87,86
initial,adversarial_all,msf_benign,1,0.008,0.043,89,88
initial,adversarial_all,undetect_all,1,0.008,0.008,87,88
initial,adversarial_all,undetect_benign,1,0.008,0.234,87,86
initial,adversarial_all,msf_all,1,0.009,0.021,87,85
initial,adversarial_all,msf_benign,1,0.009,0.042,89,88
initial,adversarial_all,undetect_all,1,0.009,0.008,87,87
initial,adversarial_all,undetect_benign,1,0.009,0.234,87,85
initial,adversarial_all,msf_all,1,0.01,0.021,87,85
initial,adversarial_all,msf_benign,1,0.01,0.04,89,88
initial,adversarial_all,undetect_all,1,0.01,0.008,87,87
initial,adversarial_all,undetect_benign,1,0.01,0.234,87,85
initial,adversarial_all,msf_all,1,0.011,0.02,87,85
initial,adversarial_all,msf_benign,1,0.011,0.04,89,88
initial,adversarial_all,undetect_all,1,0.011,0.007,87,86
initial,adversarial_all,undetect_benign,1,0.011,0.234,87,84
initial,adversarial_all,msf_all,1,0.013,0.02,87,84
initial,adversarial_all,msf_benign,1,0.013,0.039,89,87
initial,adversarial_all,undetect_all,1,0.013,0.007,87,85
initial,adversarial_all,undetect_benign,1,0.013,0.234,87,83
initial,adversarial_all,msf_all,1,0.017,0.019,87,83
initial,adversarial_all,msf_benign,1,0.017,0.037,89,86
initial,adversarial_all,undetect_all,1,0.017,0.007,87,84
initial,adversarial_all,undetect_benign,1,0.017,0.234,87,82
initial,adversarial_all,msf_all,1,0.021,0.018,87,82
initial,adversarial_all,msf_benign,1,0.021,0.036,89,85
initial,adversarial_all,undetect_all,1,0.021,0.007,87,83
initial,adversarial_all,undetect_benign,1,0.021,0.234,87,81
initial,adversarial_all,msf_all,1,0.028,0.018,87,79
initial,adversarial_all,msf_benign,1,0.028,0.035,89,84
initial,adversarial_all,undetect_all,1,0.028,0.006,87,81
initial,adversarial_all,undetect_benign,1,0.028,0.234,87,79
initial,adversarial_all,msf_all,1,0.048,0.017,87,78
initial,adversarial_all,msf_benign,1,0.048,0.034,89,82
initial,adversarial_all,undetect_all,1,0.048,0.006,87,78
initial,adversarial_all,undetect_benign,1,0.048,0.234,87,75
initial,adversarial_all,msf_all,1,2,0.017,87,45
initial,adversarial_all,msf_benign,1,2,0.033,88,53
initial,adversarial_all,undetect_all,1,2,0.006,87,49
initial,adversarial_all,undetect_benign,1,2,0.234,87,38
initial,adversarial_all,msf_all,1,0.005,2,9,75
initial,adversarial_all,msf_benign,1,0.005,2,9,75
initial,adversarial_all,undetect_all,1,0.005,2,9,75
initial,adversarial_all,undetect_benign,1,0.005,2,9,75
initial,adversarial_all,msf_all,1,0.005,0.053,9,75
initial,adversarial_all,msf_benign,1,0.005,0.081,11,75
initial,adversarial_all,undetect_all,1,0.005,0.016,9,77
initial,adversarial_all,undetect_benign,1,0.005,0.275,9,75
initial,adversarial_all,msf_all,1,0.005,0.041,9,74
initial,adversarial_all,msf_benign,1,0.005,0.066,11,75
initial,adversarial_all,undetect_all,1,0.005,0.013,9,77
initial,adversarial_all,undetect_benign,1,0.005,0.256,9,74
initial,adversarial_all,msf_all,1,0.005,0.034,9,74
initial,adversarial_all,msf_benign,1,0.005,0.059,11,76
initial,adversarial_all,undetect_all,1,0.005,0.012,9,77
initial,adversarial_all,undetect_benign,1,0.005,0.24,9,74
initial,adversarial_all,msf_all,1,0.006,0.03,9,74
initial,adversarial_all,msf_benign,1,0.006,0.056,11,75
initial,adversarial_all,undetect_all,1,0.006,0.01,9,76
initial,adversarial_all,undetect_benign,1,0.006,0.234,9,74
initial,adversarial_all,msf_all,1,0.006,0.028,9,73
initial,adversarial_all,msf_benign,1,0.006,0.053,11,75
initial,adversarial_all,undetect_all,1,0.006,0.01,9,76
initial,adversarial_all,undetect_benign,1,0.006,0.234,9,73
initial,adversarial_all,msf_all,1,0.006,0.025,9,73
initial,adversarial_all,msf_benign,1,0.006,0.05,11,74
initial,adversarial_all,undetect_all,1,0.006,0.009,9,75
initial,adversarial_all,undetect_benign,1,0.006,0.234,9,73
initial,adversarial_all,msf_all,1,0.006,0.024,8,72
initial,adversarial_all,msf_benign,1,0.006,0.048,12,74
initial,adversarial_all,undetect_all,1,0.006,0.009,8,74
initial,adversarial_all,undetect_benign,1,0.006,0.234,9,72
initial,adversarial_all,msf_all,1,0.007,0.024,8,72
initial,adversarial_all,msf_benign,1,0.007,0.045,12,75
initial,adversarial_all,undetect_all,1,0.007,0.008,8,74
initial,adversarial_all,undetect_benign,1,0.007,0.234,8,72
initial,adversarial_all,msf_all,1,0.007,0.022,8,71
initial,adversarial_all,msf_benign,1,0.007,0.043,12,75
initial,adversarial_all,undetect_all,1,0.007,0.008,8,73
initial,adversarial_all,undetect_benign,1,0.007,0.234,8,71
initial,adversarial_all,msf_all,1,0.008,0.021,8,70
initial,adversarial_all,msf_benign,1,0.008,0.042,12,74
initial,adversarial_all,undetect_all,1,0.008,0.008,8,72
initial,adversarial_all,undetect_benign,1,0.008,0.234,8,70
initial,adversarial_all,msf_all,1,0.009,0.021,7,69
initial,adversarial_all,msf_benign,1,0.009,0.04,11,74
initial,adversarial_all,undetect_all,1,0.009,0.008,7,71
initial,adversarial_all,undetect_benign,1,0.009,0.234,8,69
initial,adversarial_all,msf_all,1,0.01,0.02,7,68
initial,adversarial_all,msf_benign,1,0.01,0.04,11,72
initial,adversarial_all,undetect_all,1,0.01,0.007,7,69
initial,adversarial_all,undetect_benign,1,0.01,0.234,7,68
initial,adversarial_all,msf_all,1,0.011,0.02,7,67
initial,adversarial_all,msf_benign,1,0.011,0.039,11,72
initial,adversarial_all,undetect_all,1,0.011,0.007,7,68
initial,adversarial_all,undetect_benign,1,0.011,0.234,7,67
initial,adversarial_all,msf_all,1,0.013,0.019,7,65
initial,adversarial_all,msf_benign,1,0.013,0.037,11,70
initial,adversarial_all,undetect_all,1,0.013,0.007,6,67
initial,adversarial_all,undetect_benign,1,0.013,0.234,7,65
initial,adversarial_all,msf_all,1,0.017,0.018,6,63
initial,adversarial_all,msf_benign,1,0.017,0.036,11,68
initial,adversarial_all,undetect_all,1,0.017,0.007,6,65
initial,adversarial_all,undetect_benign,1,0.017,0.234,6,63
initial,adversarial_all,msf_all,1,0.021,0.018,6,61
initial,adversarial_all,msf_benign,1,0.021,0.035,11,68
initial,adversarial_all,undetect_all,1,0.021,0.006,6,63
initial,adversarial_all,undetect_benign,1,0.021,0.234,6,61
initial,adversarial_all,msf_all,1,0.028,0.017,5,60
initial,adversarial_all,msf_benign,1,0.028,0.034,11,65
initial,adversarial_all,undetect_all,1,0.028,0.006,5,60
initial,adversarial_all,undetect_benign,1,0.028,0.234,6,58
initial,adversarial_all,msf_all,1,0.048,0.017,5,55
initial,adversarial_all,msf_benign,1,0.048,0.033,10,63
initial,adversarial_all,undetect_all,1,0.048,0.006,5,55
initial,adversarial_all,undetect_benign,1,0.048,0.234,5,53
initial,adversarial_all,msf_all,1,2,0.016,0,8
initial,adversarial_all,msf_benign,1,2,0.033,7,19
initial,adversarial_all,undetect_all,1,2,0.006,0,13
initial,adversarial_all,undetect_benign,1,2,0.234,1,1
initial,adversarial_all,msf_all,2,0.005,2,10,75
initial,adversarial_all,msf_benign,2,0.005,2,10,75
initial,adversarial_all,undetect_all,2,0.005,2,10,75
initial,adversarial_all,undetect_benign,2,0.005,2,10,75
initial,adversarial_all,msf_all,2,0.005,0.053,9,75
initial,adversarial_all,msf_benign,2,0.005,0.081,11,76
initial,adversarial_all,undetect_all,2,0.005,0.016,9,77
initial,adversarial_all,undetect_benign,2,0.005,0.275,10,75
initial,adversarial_all,msf_all,2,0.005,0.041,9,75
initial,adversarial_all,msf_benign,2,0.005,0.066,11,76
initial,adversarial_all,undetect_all,2,0.005,0.013,9,77
initial,adversarial_all,undetect_benign,2,0.005,0.256,9,75
initial,adversarial_all,msf_all,2,0.005,0.034,9,74
initial,adversarial_all,msf_benign,2,0.005,0.059,12,76
initial,adversarial_all,undetect_all,2,0.005,0.012,9,77
initial,adversarial_all,undetect_benign,2,0.005,0.24,9,74
initial,adversarial_all,msf_all,2,0.005,0.03,9,74
initial,adversarial_all,msf_benign,2,0.005,0.056,12,76
initial,adversarial_all,undetect_all,2,0.005,0.01,9,77
initial,adversarial_all,undetect_benign,2,0.005,0.234,9,74
initial,adversarial_all,msf_all,2,0.006,0.028,9,74
initial,adversarial_all,msf_benign,2,0.006,0.053,12,76
initial,adversarial_all,undetect_all,2,0.006,0.01,9,76
initial,adversarial_all,undetect_benign,2,0.006,0.234,9,74
initial,adversarial_all,msf_all,2,0.006,0.025,9,73
initial,adversarial_all,msf_benign,2,0.006,0.05,12,75
initial,adversarial_all,undetect_all,2,0.006,0.009,9,76
initial,adversarial_all,undetect_benign,2,0.006,0.234,9,73
initial,adversarial_all,msf_all,2,0.006,0.024,9,73
initial,adversarial_all,msf_benign,2,0.006,0.048,12,74
initial,adversarial_all,undetect_all,2,0.006,0.009,9,75
initial,adversarial_all,undetect_benign,2,0.006,0.234,9,73
initial,adversarial_all,msf_all,2,0.006,0.024,8,72
initial,adversarial_all,msf_benign,2,0.006,0.045,12,76
initial,adversarial_all,undetect_all,2,0.006,0.008,8,74
initial,adversarial_all,undetect_benign,2,0.006,0.234,9,72
initial,adversarial_all,msf_all,2,0.007,0.022,8,72
initial,adversarial_all,msf_benign,2,0.007,0.043,12,76
initial,adversarial_all,undetect_all,2,0.007,0.008,8,74
initial,adversarial_all,undetect_benign,2,0.007,0.234,8,72
initial,adversarial_all,msf_all,2,0.007,0.021,8,71
initial,adversarial_all,msf_benign,2,0.007,0.042,12,75
initial,adversarial_all,undetect_all,2,0.007,0.008,8,73
initial,adversarial_all,undetect_benign,2,0.007,0.234,8,71
initial,adversarial_all,msf_all,2,0.008,0.021,8,70
initial,adversarial_all,msf_benign,2,0.008,0.04,12,74
initial,adversarial_all,undetect_all,2,0.008,0.008,8,72
initial,adversarial_all,undetect_benign,2,0.008,0.234,8,70
initial,adversarial_all,msf_all,2,0.009,0.02,7,69
initial,adversarial_all,msf_benign,2,0.009,0.04,12,74
initial,adversarial_all,undetect_all,2,0.009,0.007,7,71
initial,adversarial_all,undetect_benign,2,0.009,0.234,8,69
initial,adversarial_all,msf_all,2,0.01,0.02,7,68
initial,adversarial_all,msf_benign,2,0.01,0.039,11,72
initial,adversarial_all,undetect_all,2,0.01,0.007,7,69
